period,source,target,mode,route,flow_persons
午高峰,T_25,GYGY,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N46 -> N33 -> N61 -> GYGY,9.33
午高峰,T_25,XYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,11.09
午高峰,T_25,GYST,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST,15.23
午高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.34
午高峰,T_10,TYGY,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,13.85
午高峰,T_2,GYGY,b,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,7.95
午高峰,T_25,CYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> CYGY,14.25
午高峰,T_10,SYJ,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,7.42
午高峰,T_3,GYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,4.26
午高峰,T_1,XYST,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> N11 -> N12 -> XYST,3.52
午高峰,T_10,XYGY,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,6.89
午高峰,T_25,GYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,1.98
午高峰,T_4,CYGY,p,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,5.73
午高峰,T_10,XYST,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST,4.4
午高峰,T_2,CYGY,p,T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,10.93
午高峰,T_25,XYST,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST,4.14
午高峰,T_3,CYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,5.96
午高峰,T_3,XYST,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST,5.93
午高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.06
午高峰,T_2,XYST,p,T_2 -> N15 -> N11 -> N12 -> XYST,9.2
午高峰,T_2,GYGY,p,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,4.05
午高峰,T_25,TYGY,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,2.94
午高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,2.26
午高峰,T_10,XYGY,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,3.95
午高峰,T_25,TYST,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,3.86
午高峰,T_10,XYST,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST,6.4
午高峰,T_10,GYST,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST,5.97
午高峰,T_1,CYGY,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,1.1
午高峰,T_3,GYST,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,3.63
午高峰,T_4,XYST,p,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST,3.14
午高峰,T_10,CYGY,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> CYGY,5.02
午高峰,T_2,GYST,p,T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,0.58
午高峰,T_25,CYGY,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> CYGY,4.53
午高峰,T_25,TYST,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,4.64
午高峰,T_25,XYGY,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,4.22
午高峰,T_1,XYST,b,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> N11 -> N12 -> XYST,1.26
午高峰,T_1,CYGY,p,T_1 -> N25 -> N26 -> N27 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,0.7
午高峰,T_4,CYGY,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> CYGY,2.05
午高峰,T_4,GYST,p,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,0.45
午高峰,T_25,GYGY,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N46 -> N33 -> N61 -> GYGY,1.89
午高峰,T_4,GYGY,c,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.3
午高峰,T_3,GYST,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,0.39
午高峰,T_10,XYST,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST,0.69
午高峰,T_4,GYST,c,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,0.02
午高峰,T_25,SYJ,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,53.56
午高峰,T_25,SYJ,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,29.22
午高峰,T_10,SYJ,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,24.49
午高峰,T_25,TYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,15.44
午高峰,T_25,XYST,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST,16.55
午高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,1.67
午高峰,T_2,GYGY,b,T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,3.18
午高峰,T_3,GYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,2.84
午高峰,T_1,GYGY,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,13.41
午高峰,T_4,GYGY,p,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.72
午高峰,T_2,GYGY,p,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,5.06
午高峰,T_3,GYGY,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,2.71
午高峰,T_5,XYGY,b,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY,4.38
午高峰,T_5,SYJ,c,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY -> N13 -> SYJ,4.0
午高峰,T_3,GYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.13
午高峰,T_9,GYGY,c,T_9 -> N47 -> N46 -> N33 -> N61 -> GYGY,2.26
午高峰,T_4,GYST,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST,0.08
午高峰,T_5,XYGY,c,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY,0.88
午高峰,T_2,GYST,c,T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST,0.02
午高峰,T_5,SYJ,p,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY -> N13 -> SYJ,51.66
午高峰,T_5,SYJ,b,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY -> N13 -> SYJ,16.91
午高峰,T_25,GYGY,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N46 -> N33 -> N60 -> N61 -> GYGY,6.22
午高峰,T_5,XYGY,p,T_5 -> N16 -> T_16 -> N15 -> N11 -> N12 -> XYGY,12.26
午高峰,T_2,GYGY,b,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,2.38
午高峰,T_3,GYGY,b,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.71
午高峰,T_3,GYST,p,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST,0.36
午高峰,T_2,GYST,p,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST,4.62
午高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.67
午高峰,T_25,GYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N46 -> N33 -> N61 -> GYGY,8.58
午高峰,T_1,CYGY,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> N28 -> CYGY,2.19
午高峰,T_1,CYGY,p,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> N28 -> CYGY,1.4
午高峰,T_2,GYGY,c,T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,1.88
午高峰,T_3,GYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.9
午高峰,T_1,CYGY,c,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> N28 -> CYGY,0.4
午高峰,T_5,GYST,c,T_5 -> N16 -> N30 -> XYST -> N28 -> GYST,0.98
午高峰,T_4,GYGY,b,T_4 -> N14 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.83
午高峰,T_2,GYGY,b,T_2 -> N15 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.79
午高峰,T_1,XYST,p,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST,16.19
午高峰,T_10,XYST,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST,5.65
午高峰,T_8,SYJ,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,9.05
午高峰,T_25,XYST,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST,5.91
午高峰,T_25,TYGY,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,4.9
午高峰,T_9,XYGY,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,3.7
午高峰,T_10,XYGY,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,3.07
午高峰,T_25,TYST,b,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,3.0
午高峰,T_9,XYST,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST,0.59
午高峰,T_7,XYST,b,T_7 -> N32 -> GYST -> N28 -> XYST,2.84
午高峰,T_1,XYST,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST,5.78
午高峰,T_7,TYST,p,T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,1.03
午高峰,T_1,XYST,c,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST,1.26
午高峰,T_10,TYST,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.26
午高峰,T_9,TYST,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.35
午高峰,T_8,TYST,c,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.22
午高峰,T_25,XYGY,p,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,5.54
午高峰,T_9,TYGY,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,7.72
午高峰,T_10,SYJ,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,5.19
午高峰,T_9,XYGY,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,5.08
午高峰,T_9,SYJ,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,4.87
午高峰,T_10,XYGY,b,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,4.82
午高峰,T_10,TYGY,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,1.86
午高峰,T_9,TYST,b,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,1.71
午高峰,T_7,SYJ,c,T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,4.92
午高峰,T_8,TYST,b,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,1.58
午高峰,T_9,XYST,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N29 -> XYST,0.35
午高峰,T_7,XYST,c,T_7 -> N32 -> GYST -> N28 -> XYST,0.91
午高峰,T_4,SYJ,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,28.04
午高峰,T_4,GYGY,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.34
午高峰,T_4,CYGY,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,10.83
午高峰,T_4,GYGY,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.19
午高峰,T_4,XYGY,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY,15.93
午高峰,T_6,CYGY,p,T_6 -> N44 -> N28 -> CYGY,12.43
午高峰,T_1,CYGY,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N28 -> CYGY,10.97
午高峰,T_4,XYST,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST,9.06
午高峰,T_4,SYJ,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,8.01
午高峰,T_1,CYGY,p,T_1 -> N18 -> N45 -> T_6 -> N44 -> N28 -> CYGY,6.98
午高峰,T_4,CYGY,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,3.87
午高峰,T_4,GYST,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST,3.82
午高峰,T_4,GYGY,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,2.28
午高峰,T_6,CYGY,b,T_6 -> N44 -> N28 -> CYGY,4.44
午高峰,T_3,GYGY,c,T_3 -> N5 -> N6 -> T_2 -> N15 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.13
午高峰,T_4,XYST,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST,3.36
午高峰,T_4,XYGY,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY,3.19
午高峰,T_4,GYST,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST,0.64
午高峰,T_1,CYGY,c,T_1 -> N18 -> N45 -> T_6 -> N44 -> N28 -> CYGY,2.0
午高峰,T_4,CYGY,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,0.77
午高峰,T_6,CYGY,c,T_6 -> N44 -> N28 -> CYGY,0.89
午高峰,T_4,XYST,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST,0.67
午高峰,T_4,GYST,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST,0.14
午高峰,T_4,XYGY,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY,43.11
午高峰,T_4,SYJ,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,42.59
午高峰,T_4,GYGY,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,8.34
午高峰,T_4,GYST,b,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST,0.72
午高峰,T_3,SYJ,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,68.51
午高峰,T_3,SYJ,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,43.6
午高峰,T_3,XYGY,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY,35.4
午高峰,T_3,GYGY,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,6.39
午高峰,T_3,CYGY,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,7.58
午高峰,T_3,XYST,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST,9.7
午高峰,T_3,GYGY,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,2.71
午高峰,T_3,XYGY,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY,12.64
午高峰,T_3,SYJ,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY -> N13 -> SYJ,12.46
午高峰,T_3,GYST,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST,4.72
午高峰,T_3,CYGY,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,2.71
午高峰,T_3,XYST,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST,3.47
午高峰,T_3,GYST,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST,1.17
午高峰,T_3,GYGY,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.9
午高峰,T_3,XYGY,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYGY,2.53
午高峰,T_3,CYGY,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> CYGY,0.54
午高峰,T_3,XYST,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST,0.69
午高峰,T_3,GYST,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST,0.34
午高峰,T_4,GYGY,p,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST -> N31 -> N33 -> N61 -> GYGY,5.84
午高峰,T_3,GYGY,p,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,3.16
午高峰,T_1,XYGY,c,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY,2.79
午高峰,T_10,TYST,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.45
午高峰,T_9,TYST,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.55
午高峰,T_9,XYGY,c,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,0.53
午高峰,T_10,XYGY,c,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY,0.5
午高峰,T_25,XYST,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST,0.59
午高峰,T_7,TYST,b,T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,1.85
午高峰,T_25,TYST,c,T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N29 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> TYST,0.08
午高峰,T_1,SYJ,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,48.39
午高峰,T_10,SYJ,p,T_10 -> N38 -> T_25 -> N39 -> N40 -> T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY -> N13 -> SYJ,7.79
午高峰,T_1,SYJ,p,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,34.9
午高峰,T_7,SYJ,b,T_7 -> N32 -> GYST -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,14.96
午高峰,T_8,XYGY,p,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N12 -> XYGY,11.19
午高峰,T_8,TYGY,p,T_8 -> N42 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,9.45
午高峰,T_1,XYGY,b,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY,11.95
午高峰,T_9,XYST,p,T_9 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST,3.31
午高峰,T_3,GYGY,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,1.42
午高峰,T_1,SYJ,c,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY -> N13 -> SYJ,7.62
午高峰,T_1,XYGY,p,T_1 -> N18 -> N45 -> T_6 -> N44 -> N29 -> XYST -> N12 -> XYGY,8.15
午高峰,T_4,GYGY,c,T_4 -> N14 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N61 -> GYGY,0.3
午高峰,T_3,GYST,b,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N28 -> GYST,0.52
午高峰,T_3,GYGY,c,T_3 -> N3 -> TYGY -> N7 -> N8 -> N9 -> N10 -> N11 -> N12 -> XYST -> N29 -> GYST -> N31 -> N33 -> N60 -> N61 -> GYGY,0.77
午高峰,T_10,XYST,b,T_10 -> N38 -> T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST,0.63
午高峰,T_25,TYGY,c,T_25 -> N48 -> N49 -> T_7 -> N32 -> GYST -> N28 -> XYST -> N30 -> N16 -> T_16 -> N15 -> T_2 -> N14 -> T_4 -> N4 -> TYGY,0.49
